type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,genres
Movie,B.A. Pass 2,Shadab Khan,India,2018-06-01,2017,TV-14,126.0,"Dramas, International Movies",2018,6,1,"['Dramas', ' International Movies']"
Movie,Bad Genius,Nattawut Poonpiriya,Thailand,2018-06-01,2017,TV-MA,130.0,"Dramas, International Movies, Thrillers",2018,6,1,"['Dramas', ' International Movies', ' Thrillers']"
Movie,Outside In,Lynn Shelton,United States,2018-06-01,2018,TV-MA,110.0,"Dramas, Independent Movies",2018,6,1,"['Dramas', ' Independent Movies']"
Movie,Pedal the World,Felix Starck,Germany,2018-06-01,2015,TV-MA,85.0,"Documentaries, International Movies, Sports Movies",2018,6,1,"['Documentaries', ' International Movies', ' Sports Movies']"
Movie,Sara's Notebook,Norberto López Amado,Spain,2018-05-26,2018,TV-MA,117.0,"Dramas, International Movies, Thrillers",2018,5,26,"['Dramas', ' International Movies', ' Thrillers']"
Movie,Fernando Sanjiao: Hombre,"Raúl Campos, Jan Suter",Argentina,2018-05-25,2018,TV-MA,63.0,Stand-Up Comedy,2018,5,25,['Stand-Up Comedy']
Movie,Ibiza,Alex Richanbach,United States,2018-05-25,2018,TV-MA,94.0,"Comedies, Romantic Movies",2018,5,25,"['Comedies', ' Romantic Movies']"
Movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,United States,2018-05-25,2018,TV-14,74.0,Stand-Up Comedy,2018,5,25,['Stand-Up Comedy']
Movie,Tig Notaro Happy To Be Here,Tig Notaro,United States,2018-05-22,2018,TV-14,58.0,Stand-Up Comedy,2018,5,22,['Stand-Up Comedy']
Movie,Catching Feelings,Kagiso Lediga,South Africa,2018-05-18,2018,TV-MA,117.0,"Comedies, International Movies, Romantic Movies",2018,5,18,"['Comedies', ' International Movies', ' Romantic Movies']"
TV Show,The Night Shift,Not Given,United States,2018-06-07,2017,TV-14,,TV Dramas,2018,6,7,['TV Dramas']
Movie,Katt Williams: American Hustle (The Movie),Brit McAdams,United States,2018-05-17,2007,TV-MA,89.0,Stand-Up Comedy,2018,5,17,['Stand-Up Comedy']
Movie,Food on the Go,Mercedes Cordova,Argentina,2018-05-16,2017,TV-MA,66.0,"Documentaries, International Movies",2018,5,16,"['Documentaries', ' International Movies']"
Movie,Aiyaary,Neeraj Pandey,India,2018-05-15,2018,TV-MA,158.0,"Action & Adventure, Dramas, International Movies",2018,5,15,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Hayao Miyazaki,Japan,2018-05-15,1979,PG-13,100.0,"Action & Adventure, Anime Features, Classic Movies",2018,5,15,"['Action & Adventure', ' Anime Features', ' Classic Movies']"
Movie,Ali Wong: Hard Knock Wife,Jay Karas,United States,2018-05-13,2018,TV-MA,64.0,Stand-Up Comedy,2018,5,13,['Stand-Up Comedy']
Movie,Spivak,"Anthony Abrams, Adam Larson Broder",United States,2018-05-12,2017,TV-MA,92.0,"Comedies, Independent Movies",2018,5,12,"['Comedies', ' Independent Movies']"
Movie,Carlos Ballarta: Furia Ñera,"Raúl Campos, Jan Suter",Mexico,2018-05-11,2018,TV-MA,63.0,Stand-Up Comedy,2018,5,11,['Stand-Up Comedy']
TV Show,Evil Genius,"Trey Borzillieri, Barbara Schroeder",United States,2018-05-11,2018,TV-MA,1.0,"Crime TV Shows, Docuseries, TV Mysteries",2018,5,11,"['Crime TV Shows', ' Docuseries', ' TV Mysteries']"
Movie,The Kissing Booth,Vince Marcello,United Kingdom,2018-05-11,2018,TV-14,105.0,"Comedies, Romantic Movies",2018,5,11,"['Comedies', ' Romantic Movies']"
Movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,United States,2018-05-08,2018,TV-MA,67.0,Stand-Up Comedy,2018,5,8,['Stand-Up Comedy']
Movie,My Fuhrer,Dani Levy,Germany,2018-05-07,2007,TV-14,91.0,"Comedies, International Movies",2018,5,7,"['Comedies', ' International Movies']"
Movie,Family Blood,Sonny Mallhi,United States,2018-05-05,2018,TV-MA,92.0,Horror Movies,2018,5,5,['Horror Movies']
Movie,Pup Star: World Tour,Robert Vince,Canada,2018-05-05,2018,G,87.0,"Children & Family Movies, Comedies, Music & Musicals",2018,5,5,"['Children & Family Movies', ' Comedies', ' Music & Musicals']"
Movie,Anon,Andrew Niccol,United Kingdom,2018-05-04,2018,TV-MA,100.0,"Dramas, Sci-Fi & Fantasy, Thrillers",2018,5,4,"['Dramas', ' Sci-Fi & Fantasy', ' Thrillers']"
Movie,Dany Boon: Des Hauts De France,Isabelle Nanty,France,2018-05-04,2018,TV-MA,113.0,Stand-Up Comedy,2018,5,4,['Stand-Up Comedy']
Movie,End Game,"Rob Epstein, Jeffrey Friedman",United States,2018-05-04,2018,TV-PG,40.0,Documentaries,2018,5,4,['Documentaries']
Movie,Forgive Us Our Debts,Antonio Morabito,Italy,2018-05-04,2018,TV-MA,105.0,"Dramas, International Movies",2018,5,4,"['Dramas', ' International Movies']"
Movie,Pocoyo Special Sports,"Guillermo Garcia, David Cantolla",Not Given,2018-05-01,2016,TV-Y,24.0,Movies,2018,5,1,['Movies']
Movie,Lo más sencillo es complicarlo todo,Rene Bueno,Mexico,2018-05-04,2018,TV-14,94.0,"Comedies, International Movies, Romantic Movies",2018,5,4,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Manhunt,John Woo,China,2018-05-04,2017,TV-MA,109.0,"Action & Adventure, International Movies",2018,5,4,"['Action & Adventure', ' International Movies']"
Movie,Thi Mai,Patricia Ferreira,Spain,2018-05-04,2017,TV-MA,99.0,"Comedies, Dramas, International Movies",2018,5,4,"['Comedies', ' Dramas', ' International Movies']"
Movie,Si saben cómo me pongo ¿pá qué me invitan?,Fernando Ayllón,Colombia,2018-05-03,2018,TV-MA,89.0,"Comedies, International Movies",2018,5,3,"['Comedies', ' International Movies']"
Movie,Jailbreak,Jimmy Henderson,Cambodia,2018-05-02,2017,TV-MA,92.0,"Action & Adventure, International Movies",2018,5,2,"['Action & Adventure', ' International Movies']"
Movie,Ajji,Devashish Makhija,India,2018-05-01,2017,TV-MA,105.0,"Dramas, International Movies",2018,5,1,"['Dramas', ' International Movies']"
Movie,CIA: Comrade in America,Amal Neerad,India,2018-05-01,2017,TV-14,130.0,"Action & Adventure, Dramas, Independent Movies",2018,5,1,"['Action & Adventure', ' Dramas', ' Independent Movies']"
Movie,Coffee for All,"Fluvio Iannuci, Roly Santos",Italy,2018-05-01,2017,TV-PG,69.0,"Documentaries, International Movies",2018,5,1,"['Documentaries', ' International Movies']"
Movie,Darc,Julius R. Nasso,United States,2018-05-01,2018,TV-MA,98.0,"Action & Adventure, Independent Movies",2018,5,1,"['Action & Adventure', ' Independent Movies']"
Movie,Despido Procedente,Lucas Figueroa,Argentina,2018-05-01,2017,TV-MA,90.0,"Comedies, International Movies",2018,5,1,"['Comedies', ' International Movies']"
Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,United States,2018-05-01,2018,TV-MA,65.0,Stand-Up Comedy,2018,5,1,['Stand-Up Comedy']
Movie,My Perfect Romance,Justin G. Dyck,Canada,2018-05-01,2018,PG,92.0,"Comedies, International Movies, Romantic Movies",2018,5,1,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Pocoyo & The Space Circus,Alfonso Rodríguez,Spain,2018-05-01,2008,TV-Y,25.0,Movies,2018,5,1,['Movies']
Movie,Sometimes,Priyadarshan,India,2018-05-01,2016,TV-14,101.0,"Dramas, International Movies",2018,5,1,"['Dramas', ' International Movies']"
Movie,The Clapper,Dito Montiel,United States,2018-05-01,2017,R,90.0,"Comedies, Dramas, Independent Movies",2018,5,1,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Toc Toc,Vicente Villanueva,Spain,2018-05-01,2017,TV-MA,96.0,"Comedies, International Movies",2018,5,1,"['Comedies', ' International Movies']"
TV Show,Bobby Kennedy for President,Dawn Porter,Not Given,2018-04-27,2018,TV-MA,1.0,Docuseries,2018,4,27,['Docuseries']
Movie,Running Shaadi,Amit Roy,India,2018-04-30,2017,TV-14,115.0,"Comedies, International Movies, Romantic Movies",2018,4,30,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,The Price of Success,Teddy Lussi-Modeste,France,2018-04-30,2017,TV-MA,92.0,"Dramas, International Movies",2018,4,30,"['Dramas', ' International Movies']"
Movie,Candy Jar,Ben Shelton,United States,2018-04-27,2018,TV-14,93.0,"Children & Family Movies, Dramas, Romantic Movies",2018,4,27,"['Children & Family Movies', ' Dramas', ' Romantic Movies']"
Movie,Holy Goalie,Curro Velázquez,Spain,2018-04-27,2017,TV-MA,95.0,"Comedies, International Movies, Sports Movies",2018,4,27,"['Comedies', ' International Movies', ' Sports Movies']"
Movie,The Rachel Divide,Laura Brownson,United States,2018-04-27,2018,TV-MA,105.0,Documentaries,2018,4,27,['Documentaries']
Movie,The Week Of,Robert Smigel,United States,2018-04-27,2018,TV-14,117.0,Comedies,2018,4,27,['Comedies']
Movie,Enissa Amani: Ehrenwort,Max Amini,Germany,2018-04-26,2018,TV-MA,66.0,Stand-Up Comedy,2018,4,26,['Stand-Up Comedy']
Movie,Bill Nye: Science Guy,"Jason Sussberg, David Alvarado",United States,2018-04-25,2017,TV-PG,97.0,Documentaries,2018,4,25,['Documentaries']
Movie,Fishtronaut: The Movie,"Célia Catunda, Kiko Mistrorigo, Rodrigo Eba",Brazil,2018-04-25,2018,TV-Y,78.0,Children & Family Movies,2018,4,25,['Children & Family Movies']
Movie,Psychokinesis,Sang-ho Yeon,South Korea,2018-04-25,2018,TV-MA,102.0,"Action & Adventure, Comedies, International Movies",2018,4,25,"['Action & Adventure', ' Comedies', ' International Movies']"
Movie,Kevin James: Never Don't Give Up,Andy Fickman,United States,2018-04-24,2018,TV-PG,62.0,Stand-Up Comedy,2018,4,24,['Stand-Up Comedy']
Movie,Dude,Olivia Milch,United States,2018-04-20,2018,TV-MA,97.0,"Comedies, Dramas, Independent Movies",2018,4,20,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Kodachrome,Mark Raso,Canada,2018-04-20,2018,TV-MA,105.0,"Comedies, Dramas",2018,4,20,"['Comedies', ' Dramas']"
Movie,Mercury 13,"David Sington, Heather Walsh",United States,2018-04-20,2018,TV-PG,79.0,Documentaries,2018,4,20,['Documentaries']
Movie,All The Reasons To Forget,Pedro Coutinho,Brazil,2018-04-19,2017,TV-MA,90.0,"Comedies, Dramas, International Movies",2018,4,19,"['Comedies', ' Dramas', ' International Movies']"
Movie,Beyond Skyline,Liam O'Donnell,United States,2018-04-15,2017,R,107.0,"Action & Adventure, Sci-Fi & Fantasy",2018,4,15,"['Action & Adventure', ' Sci-Fi & Fantasy']"
Movie,Come Sunday,Joshua Marston,United States,2018-04-13,2018,TV-14,105.0,"Dramas, Faith & Spirituality, Independent Movies",2018,4,13,"['Dramas', ' Faith & Spirituality', ' Independent Movies']"
Movie,I Am not an Easy Man,Eleonore Pourriat,France,2018-04-13,2018,TV-MA,99.0,"Comedies, International Movies, Romantic Movies",2018,4,13,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Pickpockets,Peter Webber,Colombia,2018-04-12,2017,TV-MA,108.0,"Dramas, Independent Movies, International Movies",2018,4,12,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Greg Davies: You Magnificent Beast,Peter Orton,United Kingdom,2018-04-10,2018,TV-MA,66.0,Stand-Up Comedy,2018,4,10,['Stand-Up Comedy']
Movie,6 Balloons,Marja Lewis Ryan,United States,2018-04-06,2018,TV-MA,75.0,"Dramas, Independent Movies",2018,4,6,"['Dramas', ' Independent Movies']"
Movie,Amateur,Ryan Koo,United States,2018-04-06,2018,TV-MA,96.0,"Dramas, Independent Movies, Sports Movies",2018,4,6,"['Dramas', ' Independent Movies', ' Sports Movies']"
Movie,Orbiter 9,Hatem Khraiche,Spain,2018-04-06,2017,TV-14,95.0,"Dramas, International Movies, Sci-Fi & Fantasy",2018,4,6,"['Dramas', ' International Movies', ' Sci-Fi & Fantasy']"
Movie,"Ram Dass, Going Home",Derek Peck,United States,2018-04-06,2018,TV-14,32.0,"Documentaries, Faith & Spirituality",2018,4,6,"['Documentaries', ' Faith & Spirituality']"
Movie,Seth Rogen's Hilarity for Charity,Ryan Polito,United States,2018-04-06,2018,TV-MA,70.0,Stand-Up Comedy,2018,4,6,['Stand-Up Comedy']
Movie,Sun Dogs,Jennifer Morrison,Mexico,2018-04-06,2017,TV-MA,94.0,"Comedies, Dramas, Independent Movies",2018,4,6,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Todo lo que sería Lucas Lauriente,"Raúl Campos, Jan Suter",Argentina,2018-04-06,2018,TV-MA,78.0,Stand-Up Comedy,2018,4,6,['Stand-Up Comedy']
Movie,Day of the Dead: Bloodline,Hèctor Hernández Vicens,Bulgaria,2018-04-05,2018,R,91.0,"Horror Movies, Independent Movies",2018,4,5,"['Horror Movies', ' Independent Movies']"
Movie,Fary Is the New Black,Kader Aoun,France,2018-04-03,2018,TV-MA,75.0,Stand-Up Comedy,2018,4,3,['Stand-Up Comedy']
Movie,Ittefaq,Abhay Chopra,India,2018-04-03,2017,TV-MA,105.0,"Dramas, International Movies, Thrillers",2018,4,3,"['Dramas', ' International Movies', ' Thrillers']"
Movie,A Sort of Family,Diego Lerman,Argentina,2018-04-01,2017,TV-14,96.0,"Dramas, International Movies, Thrillers",2018,4,1,"['Dramas', ' International Movies', ' Thrillers']"
Movie,Billu,Priyadarshan,India,2018-04-01,2009,TV-PG,132.0,"Dramas, International Movies",2018,4,1,"['Dramas', ' International Movies']"
Movie,John Mulaney: New in Town,Ryan Polito,United States,2018-04-01,2012,TV-MA,60.0,Stand-Up Comedy,2018,4,1,['Stand-Up Comedy']
Movie,Main Hoon Na,Farah Khan,India,2018-04-01,2004,TV-14,171.0,"Action & Adventure, Comedies, Dramas",2018,4,1,"['Action & Adventure', ' Comedies', ' Dramas']"
Movie,Metro,Ananda Krishnan,India,2018-04-01,2016,TV-14,116.0,"Dramas, International Movies, Thrillers",2018,4,1,"['Dramas', ' International Movies', ' Thrillers']"
Movie,Om Shanti Om,Farah Khan,India,2018-04-01,2007,TV-14,169.0,"Comedies, Dramas, International Movies",2018,4,1,"['Comedies', ' Dramas', ' International Movies']"
Movie,Paheli,Amol Palekar,India,2018-04-01,2005,TV-PG,134.0,"Dramas, International Movies, Romantic Movies",2018,4,1,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Phir Bhi Dil Hai Hindustani,Aziz Mirza,India,2018-04-01,2000,TV-14,159.0,"Comedies, Dramas, International Movies",2018,4,1,"['Comedies', ' Dramas', ' International Movies']"
Movie,Revolt,Joe Miale,United Kingdom,2018-03-31,2017,R,87.0,"Action & Adventure, Sci-Fi & Fantasy",2018,3,31,"['Action & Adventure', ' Sci-Fi & Fantasy']"
Movie,First Match,Olivia Newman,United States,2018-03-30,2018,TV-MA,103.0,"Dramas, Independent Movies, Sports Movies",2018,3,30,"['Dramas', ' Independent Movies', ' Sports Movies']"
Movie,Happy Anniversary,Jared Stern,United States,2018-03-30,2018,TV-MA,78.0,"Comedies, Romantic Movies",2018,3,30,"['Comedies', ' Romantic Movies']"
Movie,Sofía Niño de Rivera: Selección Natural,"Raúl Campos, Jan Suter",Mexico,2018-03-30,2018,TV-MA,62.0,Stand-Up Comedy,2018,3,30,['Stand-Up Comedy']
Movie,The Titan,Lennart Ruff,United Kingdom,2018-03-30,2018,TV-MA,97.0,"Dramas, Sci-Fi & Fantasy, Thrillers",2018,3,30,"['Dramas', ' Sci-Fi & Fantasy', ' Thrillers']"
Movie,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,Canada,2018-03-30,2009,R,102.0,"Comedies, Cult Movies",2018,3,30,"['Comedies', ' Cult Movies']"
Movie,Trailer Park Boys: The Movie,Mike Clattenburg,Canada,2018-03-30,2006,R,95.0,"Comedies, Cult Movies",2018,3,30,"['Comedies', ' Cult Movies']"
TV Show,James Acaster: Repertoire,Dan Lucchesi,United Kingdom,2018-03-27,2018,TV-14,1.0,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows",2018,3,27,"['British TV Shows', ' International TV Shows', ' Stand-Up Comedy & Talk Shows']"
Movie,Birdshot,Mikhail Red,Philippines,2018-03-26,2016,TV-MA,115.0,"Dramas, International Movies, Thrillers",2018,3,26,"['Dramas', ' International Movies', ' Thrillers']"
Movie,"Game Over, Man!",Kyle Newacheck,United States,2018-03-23,2018,TV-MA,102.0,"Action & Adventure, Comedies",2018,3,23,"['Action & Adventure', ' Comedies']"
Movie,Layla M.,Mijke de Jong,Netherlands,2018-03-23,2016,TV-MA,99.0,"Dramas, International Movies",2018,3,23,"['Dramas', ' International Movies']"
Movie,Paradox,Daryl Hannah,United States,2018-03-23,2018,TV-MA,74.0,"Dramas, Independent Movies, Music & Musicals",2018,3,23,"['Dramas', ' Independent Movies', ' Music & Musicals']"
Movie,Roxanne Roxanne,Michael Larnell,United States,2018-03-23,2018,TV-MA,100.0,"Dramas, Music & Musicals",2018,3,23,"['Dramas', ' Music & Musicals']"
Movie,Secret Superstar,Advait Chandan,India,2018-03-23,2017,TV-14,150.0,"Dramas, International Movies, Music & Musicals",2018,3,23,"['Dramas', ' International Movies', ' Music & Musicals']"
Movie,Benji,Brandon Camp,United Arab Emirates,2018-03-16,2018,TV-PG,87.0,"Children & Family Movies, Dramas",2018,3,16,"['Children & Family Movies', ' Dramas']"
Movie,Take Your Pills,Alison Klayman,United States,2018-03-16,2018,TV-14,88.0,Documentaries,2018,3,16,['Documentaries']
Movie,In This Corner of the World,Sunao Katabuchi,Japan,2018-03-15,2016,PG-13,129.0,"Anime Features, Children & Family Movies, International Movies",2018,3,15,"['Anime Features', ' Children & Family Movies', ' International Movies']"
Movie,Jag älskar dig: En skilsmässokomedi,Johan Brisinger,Sweden,2018-03-15,2016,TV-MA,91.0,"Comedies, Dramas, International Movies",2018,3,15,"['Comedies', ' Dramas', ' International Movies']"
Movie,Expedition China,Ben Wallis,United States,2018-03-04,2017,TV-G,78.0,"Children & Family Movies, Documentaries",2018,3,4,"['Children & Family Movies', ' Documentaries']"
Movie,The Art of Loving,Maria Sadowska,Poland,2018-03-15,2017,TV-MA,115.0,"Dramas, International Movies",2018,3,15,"['Dramas', ' International Movies']"
Movie,Steel Rain,Yang Woo-seok,South Korea,2018-03-14,2018,TV-MA,140.0,"Action & Adventure, Dramas, International Movies",2018,3,14,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,Ricky Gervais: Humanity,John L. Spencer,United Kingdom,2018-03-13,2018,TV-MA,79.0,Stand-Up Comedy,2018,3,13,['Stand-Up Comedy']
Movie,Stretch Armstrong: The Breakout,Victor Cook,United States,2018-03-13,2018,TV-Y7,104.0,Children & Family Movies,2018,3,13,['Children & Family Movies']
TV Show,A.I.C.O.,Kazuya Murata,Japan,2018-03-09,2018,TV-14,1.0,"Anime Series, International TV Shows",2018,3,9,"['Anime Series', ' International TV Shows']"
Movie,The Outsider,Martin Zandvliet,United States,2018-03-09,2018,TV-MA,121.0,"Dramas, Thrillers",2018,3,9,"['Dramas', ' Thrillers']"
Movie,Ladies First,Uraaz Bahl,India,2018-03-08,2018,TV-G,40.0,"Documentaries, International Movies, Sports Movies",2018,3,8,"['Documentaries', ' International Movies', ' Sports Movies']"
Movie,Bullet Head,"Paul Solet, Rick Benattar",Bulgaria,2018-03-07,2017,R,94.0,"International Movies, Thrillers",2018,3,7,"['International Movies', ' Thrillers']"
Movie,Gad Elmaleh: American Dream,Michael Simon,United States,2018-03-06,2018,TV-14,58.0,Stand-Up Comedy,2018,3,6,['Stand-Up Comedy']
Movie,Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Chile,2018-03-02,2018,TV-MA,69.0,Stand-Up Comedy,2018,3,2,['Stand-Up Comedy']
Movie,Ravenous,Robin Aubert,Canada,2018-03-02,2017,TV-MA,104.0,"Horror Movies, International Movies",2018,3,2,"['Horror Movies', ' International Movies']"
Movie,Battle Drone,Mitch Gould,United States,2018-03-01,2018,TV-MA,94.0,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",2018,3,1,"['Action & Adventure', ' Independent Movies', ' Sci-Fi & Fantasy']"
Movie,Dil Se,Mani Ratnam,India,2018-03-01,1998,TV-14,166.0,"Dramas, International Movies, Romantic Movies",2018,3,1,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Guru,Mani Ratnam,India,2018-03-01,2007,TV-PG,155.0,"Dramas, International Movies",2018,3,1,"['Dramas', ' International Movies']"
Movie,Judwaa 2,David Dhawan,India,2018-03-01,2017,TV-14,145.0,"Action & Adventure, Comedies, International Movies",2018,3,1,"['Action & Adventure', ' Comedies', ' International Movies']"
Movie,Love Beats Rhymes,RZA,United States,2018-03-01,2016,R,106.0,"Dramas, Music & Musicals, Romantic Movies",2018,3,1,"['Dramas', ' Music & Musicals', ' Romantic Movies']"
Movie,Schubert In Love,Lars Büchel,Germany,2018-03-01,2016,TV-14,94.0,"Comedies, International Movies",2018,3,1,"['Comedies', ' International Movies']"
Movie,Shubh Aarambh,Amit Barot,India,2018-03-01,2017,TV-PG,127.0,"Dramas, International Movies, Romantic Movies",2018,3,1,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Something Huge,Carlo Padial,Spain,2018-03-01,2017,TV-MA,87.0,"Comedies, Independent Movies, International Movies",2018,3,1,"['Comedies', ' Independent Movies', ' International Movies']"
Movie,Swades,Ashutosh Gowariker,India,2018-03-01,2004,TV-PG,185.0,"Dramas, International Movies",2018,3,1,"['Dramas', ' International Movies']"
Movie,Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,2018-03-01,2014,TV-MA,75.0,"Comedies, International Movies",2018,3,1,"['Comedies', ' International Movies']"
Movie,Trailer Park Boys Live at the North Pole,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,2018-03-01,2014,TV-MA,89.0,Movies,2018,3,1,['Movies']
Movie,Trailer Park Boys Live In F**kin' Dublin,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,2018-03-01,2014,TV-MA,81.0,Movies,2018,3,1,['Movies']
Movie,Trailer Park Boys: Say Goodnight to the Bad Guys,Mike Clattenburg,Canada,2018-03-01,2008,TV-MA,47.0,"Comedies, Cult Movies",2018,3,1,"['Comedies', ' Cult Movies']"
Movie,Trailer Park Boys: Xmas Special,Mike Clattenburg,Canada,2018-03-01,2004,TV-MA,46.0,Movies,2018,3,1,['Movies']
Movie,Tu Hai Mera Sunday,Milind Dhaimade,India,2018-03-01,2016,TV-14,125.0,"Comedies, Independent Movies, International Movies",2018,3,1,"['Comedies', ' Independent Movies', ' International Movies']"
Movie,Yuva,Mani Ratnam,India,2018-03-01,2004,TV-14,160.0,"Dramas, International Movies",2018,3,1,"['Dramas', ' International Movies']"
Movie,반드시 잡는다,Hong-seon Kim,South Korea,2018-02-28,2017,TV-MA,110.0,"Dramas, International Movies, Thrillers",2018,2,28,"['Dramas', ' International Movies', ' Thrillers']"
Movie,Marlon Wayans: Woke-ish,Marcus Raboy,United States,2018-02-27,2018,TV-MA,67.0,Stand-Up Comedy,2018,2,27,['Stand-Up Comedy']
Movie,Veronica,Paco Plaza,Spain,2018-02-25,2017,TV-MA,105.0,"Horror Movies, International Movies, Thrillers",2018,2,25,"['Horror Movies', ' International Movies', ' Thrillers']"
Movie,Mute,Duncan Jones,United Kingdom,2018-02-23,2018,TV-MA,127.0,"Sci-Fi & Fantasy, Thrillers",2018,2,23,"['Sci-Fi & Fantasy', ' Thrillers']"
Movie,Forgotten,Hang-Jun Jang,South Korea,2018-02-21,2017,TV-MA,109.0,"Dramas, International Movies, Thrillers",2018,2,21,"['Dramas', ' International Movies', ' Thrillers']"
Movie,FullMetal Alchemist,Fumihiko Sori,Japan,2018-02-19,2017,TV-PG,134.0,"Action & Adventure, Dramas, International Movies",2018,2,19,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,Agustín Aristarán: Soy Rada,Mariano Baez,Argentina,2018-02-16,2018,TV-MA,60.0,Stand-Up Comedy,2018,2,16,['Stand-Up Comedy']
Movie,Irreplaceable You,Stephanie Laing,United States,2018-02-16,2018,TV-MA,96.0,"Dramas, Romantic Movies",2018,2,16,"['Dramas', ' Romantic Movies']"
Movie,Chris Rock: Tamborine,Bo Burnham,United States,2018-02-14,2018,TV-MA,65.0,Stand-Up Comedy,2018,2,14,['Stand-Up Comedy']
Movie,Love Per Square Foot,Anand Tiwari,India,2018-02-14,2018,TV-14,133.0,"Comedies, International Movies, Romantic Movies",2018,2,14,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Seeing Allred,"Roberta Grossman, Sophie Sartain",United States,2018-02-09,2018,TV-14,96.0,Documentaries,2018,2,9,['Documentaries']
Movie,The Ritual,David Bruckner,United Kingdom,2018-02-09,2018,TV-MA,95.0,"Horror Movies, International Movies, Thrillers",2018,2,9,"['Horror Movies', ' International Movies', ' Thrillers']"
Movie,The Trader (Sovdagari),Tamta Gabrichidze,Georgia,2018-02-09,2018,TV-PG,24.0,"Documentaries, International Movies",2018,2,9,"['Documentaries', ' International Movies']"
Movie,When We First Met,Ari Sandel,United States,2018-02-09,2018,TV-14,97.0,"Comedies, Romantic Movies",2018,2,9,"['Comedies', ' Romantic Movies']"
Movie,Fred Armisen: Standup For Drummers,Lance Bangs,United States,2018-02-06,2018,TV-PG,65.0,"Music & Musicals, Stand-Up Comedy",2018,2,6,"['Music & Musicals', ' Stand-Up Comedy']"
Movie,The Cloverfield Paradox,Julius Onah,United States,2018-02-05,2018,PG-13,102.0,"Action & Adventure, Sci-Fi & Fantasy",2018,2,5,"['Action & Adventure', ' Sci-Fi & Fantasy']"
Movie,Kavin Jay: Everybody Calm Down!,Michael McKay,United States,2018-02-02,2018,TV-MA,53.0,Stand-Up Comedy,2018,2,2,['Stand-Up Comedy']
Movie,On Body and Soul,Ildiko Enyedi,Hungary,2018-02-02,2017,TV-MA,116.0,"Dramas, International Movies, Romantic Movies",2018,2,2,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,The Bros,You-Jeong Chang,South Korea,2018-02-02,2017,TV-14,102.0,"Comedies, Dramas, International Movies",2018,2,2,"['Comedies', ' Dramas', ' International Movies']"
Movie,Newness,Drake Doremus,United States,2018-02-01,2017,TV-MA,117.0,"Dramas, Independent Movies, Romantic Movies",2018,2,1,"['Dramas', ' Independent Movies', ' Romantic Movies']"
TV Show,Under Arrest,Dan Forrer,United States,2018-02-01,2016,TV-MA,,"Crime TV Shows, Docuseries, International TV Shows",2018,2,1,"['Crime TV Shows', ' Docuseries', ' International TV Shows']"
Movie,Expedition Happiness,Selima Taibi,Germany,2018-01-31,2017,TV-PG,96.0,"Documentaries, International Movies",2018,1,31,"['Documentaries', ' International Movies']"
Movie,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,United States,2018-01-30,1998,TV-14,69.0,Stand-Up Comedy,2018,1,30,['Stand-Up Comedy']
Movie,Holy Camp!,"Javier Ambrossi, Javier Calvo",Spain,2018-01-29,2017,TV-MA,108.0,"Comedies, Dramas, Faith & Spirituality",2018,1,29,"['Comedies', ' Dramas', ' Faith & Spirituality']"
Movie,A Futile and Stupid Gesture,David Wain,United States,2018-01-26,2018,TV-MA,102.0,Comedies,2018,1,26,['Comedies']
Movie,Fakkah Fuzz: Almost Banned,Michael McKay,Singapore,2018-01-26,2018,TV-MA,61.0,Stand-Up Comedy,2018,1,26,['Stand-Up Comedy']
Movie,Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",Argentina,2018-01-26,2018,TV-MA,49.0,Stand-Up Comedy,2018,1,26,['Stand-Up Comedy']
